name,email,province,city,date,letter,gifts
Katherine,katherine123@gmail.com,Nova Scotia,Halifax,2024-11-10,"Dear Santa Claus,

Katherine here from Halifax, Nova Scotia. I've been working hard on being good this year.
I'm really excited about the possibility of getting a Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee). And if it's not too much to ask, a Transformers Authentics Optimus Prime would be incredible!

Thanks for spreading joy!
Katherine
","Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee), Transformers Authentics Optimus Prime"
Donald,donald.sas@hotmail.com,Saskatchewan,Saskatoon,2024-12-19,"S-man!

What's crackin'? It's Donald from Saskatoon, Saskatchewan. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a LEGO Creator 3-in-1 Mighty Dinosaurs. And if you're feeling extra jolly, a Wake Up Light Sunrise Alarm Clock would be off the hook!

You're a legend, Santa!
Donald
","LEGO Creator 3-in-1 Mighty Dinosaurs, Wake Up Light Sunrise Alarm Clock"
Sarah,sarah.smith@outlook.com,Alberta,Calgary,2024-11-06,"Hi Santa,

I'm Sarah from Calgary, Alberta. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a teddy bear. If it’s not too much trouble, I’d also love a mini waffle maker.

Happy Holidays, Santa!
Best wishes,
Sarah
","teddy bear, mini waffle maker"
Susan,susan.brown@mail.com,New Brunswick,Saint John,2024-12-03,"Dear Santa Claus,

Hello! My name is Susan, and I live in Saint John, New Brunswick.
I’ve been very kind and helpful this year. For Christmas, I would really like a portable campfire.
It would also make me so happy to have a foldable travel backpack if you can manage it.

Thank you so much, Santa!
Yours truly,
Susan
","portable campfire, foldable travel backpack"
Jennifer,jennifer456@hotmail.com,Prince Edward Island,Summerside,2024-11-06,"Hey Santa, what's good?

It's your buddy Jennifer from Summerside, Prince Edward Island. I've been trying to keep my cool all year.
I'm really hoping to score a portable projector this Christmas. And if you've got any magic left, a The Clearly Impossible Puzzle would be sick!

Keep sleighing it, Santa!
Jennifer
","portable projector, The Clearly Impossible Puzzle"
Kelly,kelly2010@outlook.com,Manitoba,Winnipeg,2024-11-23,"Yo Santa!

Kelly checking in from Winnipeg, Manitoba. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a portable karaoke microphone. And, if you're feeling extra jolly, a Harry Potter Crookshanks Plush would blow my mind!

Stay frosty!
Kelly
","portable karaoke microphone, Harry Potter Crookshanks Plush"
Alexis,alexis.cal@yahoo.com,Alberta,Calgary,2024-11-30,"Dear Santa Claus,

Hello! My name is Alexis, and I live in Calgary, Alberta.
I’ve been very kind and helpful this year. For Christmas, I would really like a portable bluetooth speaker.
It would also make me so happy to have a Amazon Fire HD 10 Kids Pro if you can manage it.

Thank you so much, Santa!
Yours truly,
Alexis
","portable bluetooth speaker, Amazon Fire HD 10 Kids Pro"
Charles,,Alberta,Calgary,2024-11-01,"Hi Santa,

I'm Charles from Calgary, Alberta. It's been a great year, and I've tried my best to be good. 
For Christmas, I have my eyes set on a ALEX Glow Sketch It Nail Pens. If it’s not too much trouble, I’d also love a Rainbow Loom Charm Bracelet Kit.

Happy Holidays, Santa!
Best wishes,
Charles
","ALEX Glow Sketch It Nail Pens, Rainbow Loom Charm Bracelet Kit"
Christopher,christopher2014@yahoo.com,Quebec,Montreal,2024-11-26,"S-man!

What's crackin'? It's Christopher from Montreal, Quebec. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a smart water bottle. And if you're feeling extra jolly, a Transformers Authentics Optimus Prime would be off the hook!

You're a legend, Santa!
Christopher
","smart water bottle, Transformers Authentics Optimus Prime"
Denise,denise2018@hotmail.com,Ontario,Ottawa,2024-11-16,"Yo Santa!

Denise checking in from Ottawa, Ontario. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a eco-friendly reusable notebook. And, if you're feeling extra jolly, a Electric Candle Lighter would blow my mind!

Stay frosty!
Denise
","eco-friendly reusable notebook, Electric Candle Lighter"
Amy,amy789@gmail.com,Newfoundland and Labrador,Gander,2024-12-22,"Santa, my main man!

Amy here, chillin' in Gander, Newfoundland and Labrador. I've been keeping it real and staying good.
I'm dreaming of unwrapping a mini waffle maker on Christmas morning. And if you're feeling generous, a magnetic levitating globe would be the cherry on top!

You're the GOAT, Santa!
Amy
","mini waffle maker, magnetic levitating globe"
Michelle,michelle789@gmail.com,Ontario,Ottawa,2024-12-06,"Dear Santa,

I hope this letter finds you well. My name is Michelle, and I live in Ottawa, Ontario. 
This year, I've been on my best behavior. For Christmas, I would really love a Ceramic Piggybank Nursery Keepsake. 
If you can, I would also be thrilled to receive a smart fitness tracker.

Thank you for all the joy you bring!
Sincerely,
Michelle
","Ceramic Piggybank Nursery Keepsake, smart fitness tracker"
Whitney,whitney.miller@gmail.com,British Columbia,Surrey,2024-11-03,"Hello Santa,

My name is Whitney, and I come from Surrey, British Columbia.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a smart fitness tracker. And if it’s possible, I’d also really appreciate a Rechargeable Hand Warmer.

Thanks for making Christmas magical!
With gratitude,
Whitney
","smart fitness tracker, Rechargeable Hand Warmer"
Paige,,Nunavut,Cambridge Bay,2024-11-09,"Santa, my main man!

Paige here, chillin' in Cambridge Bay, Nunavut. I've been keeping it real and staying good.
I'm dreaming of unwrapping a Temporary Tattoo Markers Kit on Christmas morning. And if you're feeling generous, a desktop bonsai tree kit would be the cherry on top!

You're the GOAT, Santa!
Paige
","Temporary Tattoo Markers Kit, desktop bonsai tree kit"
Hannah,hannah123@outlook.com,Prince Edward Island,Charlottetown,2024-11-29,"S-man!

What's crackin'? It's Hannah from Charlottetown, Prince Edward Island. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a wireless gaming mouse. And if you're feeling extra jolly, a Apple iPad (10th Generation) would be off the hook!

You're a legend, Santa!
Hannah
","wireless gaming mouse, Apple iPad (10th Generation)"
Bruce,bruce.smith@mail.com,Nunavut,Iqaluit,2024-12-01,"Dear S-Claus,

It's your pal Bruce from Iqaluit, Nunavut. I've been working on my nice game all year.
I'm really hoping for a multi-tool pocket knife this Christmas. And hey, if you're in a giving mood, a video game would be awesome too!

Thanks for being you!
Bruce
","multi-tool pocket knife, video game"
Jennifer,jennifer.smith@yahoo.com,Ontario,Toronto,2024-11-22,"Hi Santa!

Jennifer here, waving from Toronto, Ontario. I've been trying my best to be good (most of the time).
I'm really hoping to find a foldable travel backpack under the tree. And if there's room in your bag, a Transformers Authentics Optimus Prime would be amazing!

Thanks for being awesome!
Jennifer
","foldable travel backpack, Transformers Authentics Optimus Prime"
Sierra,sierra.wilson@outlook.com,Newfoundland and Labrador,Gander,2024-12-24,"Hi Santa!

Sierra here, waving from Gander, Newfoundland and Labrador. I've been trying my best to be good (most of the time).
I'm really hoping to find a 3D printing pen under the tree. And if there's room in your bag, a Temporary Tattoo Markers Kit would be amazing!

Thanks for being awesome!
Sierra
","3D printing pen, Temporary Tattoo Markers Kit"
James,james.sur@gmail.com,British Columbia,Surrey,2024-11-27,"Dear Santa Claus,

It’s James here from Surrey, British Columbia! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a compact sewing machine.
And if it’s okay, I’d also love a virtual pet robot to make the holidays even more special.

Thanks so much, Santa!
Love,
James
","compact sewing machine, virtual pet robot"
Tommy,tommy2018@hotmail.com,British Columbia,Vancouver,2024-11-02,"Hi there, Santa!

It's Tommy from Vancouver, British Columbia. I've been trying my best to stay on the nice list.
I'm really wishing for a The Clearly Impossible Puzzle this year. And if it's not too much, a Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee) would be amazing too!

Thanks for all you do!
Tommy
","The Clearly Impossible Puzzle, Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee)"
Megan,megan2010@yahoo.com,Saskatchewan,Saskatoon,2024-11-08,"Santa, my main man!

Megan here, chillin' in Saskatoon, Saskatchewan. I've been keeping it real and staying good.
I'm dreaming of unwrapping a lego set on Christmas morning. And if you're feeling generous, a robot would be the cherry on top!

You're the GOAT, Santa!
Megan
","lego set, robot"
Timothy,timothy2015@outlook.com,Alberta,Lethbridge,2024-12-13,"Hey Santa!

What's up? It's Timothy here from Lethbridge, Alberta. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a wireless charging pad under the tree. Oh, and if you've got room in that sleigh, a Rechargeable Hand Warmer would be epic too!

You're the best, big guy!
Timothy
","wireless charging pad, Rechargeable Hand Warmer"
Gail,gail.gan@hotmail.com,Newfoundland and Labrador,Gander,2024-11-11,"Hello Santa,

My name is Gail, and I come from Gander, Newfoundland and Labrador.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a The Clearly Impossible Puzzle. And if it’s possible, I’d also really appreciate a virtual pet robot.

Thanks for making Christmas magical!
With gratitude,
Gail
","The Clearly Impossible Puzzle, virtual pet robot"
Patrick,patrick456@mail.com,New Brunswick,Fredericton,2024-11-01,"Yo Santa!

Patrick checking in from Fredericton, New Brunswick. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a mini drone. And, if you're feeling extra jolly, a lego set would blow my mind!

Stay frosty!
Patrick
","mini drone, lego set"
Amy,amy456@hotmail.com,British Columbia,Vancouver,2024-12-08,"Hi there, Santa!

It's Amy from Vancouver, British Columbia. I've been trying my best to stay on the nice list.
I'm really wishing for a Barbie Dreamhouse this year. And if it's not too much, a robot would be amazing too!

Thanks for all you do!
Amy
","Barbie Dreamhouse, robot"
Justin,justin.m@yahoo.com,New Brunswick,Saint John,2024-12-11,"Hey Santa!

What's up? It's Justin here from Saint John, New Brunswick. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a Amazon Fire HD 10 Kids Pro under the tree. Oh, and if you've got room in that sleigh, a Transformers Authentics Optimus Prime would be epic too!

You're the best, big guy!
Justin
","Amazon Fire HD 10 Kids Pro, Transformers Authentics Optimus Prime"
Andrea,andrea2012@mail.com,Ontario,Toronto,2024-11-05,"Dear S-Claus,

It's your pal Andrea from Toronto, Ontario. I've been working on my nice game all year.
I'm really hoping for a book this Christmas. And hey, if you're in a giving mood, a Barbie Dreamhouse would be awesome too!

Thanks for being you!
Andrea
","book, Barbie Dreamhouse"
Lisa,lisa2013@hotmail.com,Northwest Territories,Hay River,2024-12-11,"Hi there, Santa!

It's Lisa from Hay River, Northwest Territories. I've been trying my best to stay on the nice list.
I'm really wishing for a Amazon Fire HD 10 Kids Pro this year. And if it's not too much, a noise-cancelling headphones would be amazing too!

Thanks for all you do!
Lisa
","Amazon Fire HD 10 Kids Pro, noise-cancelling headphones"
Cole,cole2013@hotmail.com,Ontario,Brampton,2024-11-15,"Hi there, Santa!

It's Cole from Brampton, Ontario. I've been trying my best to stay on the nice list.
I'm really wishing for a LEGO Batman Mech Armor this year. And if it's not too much, a digital art drawing tablet would be amazing too!

Thanks for all you do!
Cole
","LEGO Batman Mech Armor, digital art drawing tablet"
Julie,julie789@yahoo.com,Yukon,Whitehorse,2024-11-07,"Santa, my main man!

Julie here, chillin' in Whitehorse, Yukon. I've been keeping it real and staying good.
I'm dreaming of unwrapping a Pom Pom Beanie with LED Light on Christmas morning. And if you're feeling generous, a Funko POP! Figures (NBA, MLB, Marvel) would be the cherry on top!

You're the GOAT, Santa!
Julie
","Pom Pom Beanie with LED Light, Funko POP! Figures (NBA, MLB, Marvel)"
Michelle,michelle.edm@outlook.com,Alberta,Edmonton,2024-12-19,"Hey Santa!

What's up? It's Michelle here from Edmonton, Alberta. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a portable campfire under the tree. Oh, and if you've got room in that sleigh, a book would be epic too!

You're the best, big guy!
Michelle
","portable campfire, book"
Rebecca,,Yukon,Watson Lake,2024-12-12,"To Santa Claus,

My name is Rebecca, and I live in Watson Lake, Yukon.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a Rainbow Loom Charm Bracelet Kit. And if it’s not too much to ask, I would love a Apple Watch as well.

Thank you so much, Santa!
Warm regards,
Rebecca
","Rainbow Loom Charm Bracelet Kit, Apple Watch"
Todd,,British Columbia,Surrey,2024-12-06,"S-man!

What's crackin'? It's Todd from Surrey, British Columbia. I've been keeping my nose clean all year.
I'm super stoked about maybe getting a Funko POP! Figures (NBA, MLB, Marvel). And if you're feeling extra jolly, a mini espresso maker would be off the hook!

You're a legend, Santa!
Todd
","Funko POP! Figures (NBA, MLB, Marvel), mini espresso maker"
